,gene_id,X1.9.2_S4_L001_R1_001_Count.count,X1.9.2_S4_L002_R1_001_Count.count,X1.9.2_S4_L003_R1_001_Count.count,X1.9.2.G_S16_L001_R1_001_Count.count,X1.9.2.G_S16_L002_R1_001_Count.count,X1.9.2.G_S16_L003_R1_001_Count.count,X2.6.2_S6_L001_R1_001_Count.count,X2.6.2_S6_L002_R1_001_Count.count,X2.6.2_S6_L003_R1_001_Count.count,X3.19.1_S1_L001_R1_001_Count.count,X3.19.1_S1_L002_R1_001_Count.count,X3.19.1_S1_L003_R1_001_Count.count,X3.19.1.G_S8_L001_R1_001_Count.count,X3.19.1.G_S8_L002_R1_001_Count.count,X3.19.1.G_S8_L003_R1_001_Count.count,X3.51.1_S12_L001_R1_001_Count.count,X3.51.1_S12_L002_R1_001_Count.count,X3.51.1_S12_L003_R1_001_Count.count,X3.51.1.G_S10_L001_R1_001_Count.count,X3.51.1.G_S10_L002_R1_001_Count.count,X3.51.1.G_S10_L003_R1_001_Count.count,X4.11.5_S14_L001_R1_001_Count.count,X4.11.5_S14_L002_R1_001_Count.count,X4.11.5_S14_L003_R1_001_Count.count,X4.44.4_S2_L001_R1_001_Count.count,X4.44.4_S2_L002_R1_001_Count.count,X4.44.4_S2_L003_R1_001_Count.count,X4.44.4.G_S17_L001_R1_001_Count.count,X4.44.4.G_S17_L002_R1_001_Count.count,X4.44.4.G_S17_L003_R1_001_Count.count,DPR.1.G_S5_L001_R1_001_Count.count,DPR.1.G_S5_L002_R1_001_Count.count,DPR.1.G_S5_L003_R1_001_Count.count,DPR.2.G_S7_L001_R1_001_Count.count,DPR.2.G_S7_L002_R1_001_Count.count,DPR.2.G_S7_L003_R1_001_Count.count,SB.C1_S9_L001_R1_001_Count.count,SB.C1_S9_L002_R1_001_Count.count,SB.C1_S9_L003_R1_001_Count.count,SB.C2_S11_L001_R1_001_Count.count,SB.C2_S11_L002_R1_001_Count.count,SB.C2_S11_L003_R1_001_Count.count,SB.C3_S13_L001_R1_001_Count.count,SB.C3_S13_L002_R1_001_Count.count,SB.C3_S13_L003_R1_001_Count.count,SB.CK.1.G_S15_L001_R1_001_Count.count,SB.CK.1.G_S15_L002_R1_001_Count.count,SB.CK.1.G_S15_L003_R1_001_Count.count,SB.CK.2.G_S18_L001_R1_001_Count.count,SB.CK.2.G_S18_L002_R1_001_Count.count,SB.CK.2.G_S18_L003_R1_001_Count.count,SB.CK.3.G_S3_L001_R1_001_Count.count,SB.CK.3.G_S3_L002_R1_001_Count.count,SB.CK.3.G_S3_L003_R1_001_Count.count
14480,GSVIVT01022204001,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
14481,GSVIVT01022205001,26,29,19,27,16,21,88,104,58,33,35,39,4,6,2,30,26,18,3,3,3,22,31,26,10,9,3,15,13,19,11,3,4,9,19,22,2,2,0,6,4,2,27,31,49,10,10,9,10,11,9,6,5,3
14482,GSVIVT01022206001,22,28,31,80,65,76,28,45,35,37,35,34,15,17,17,15,23,24,30,31,27,17,11,19,17,13,20,32,21,34,23,26,30,20,29,26,19,9,11,21,19,16,28,22,25,17,10,19,17,17,10,7,5,7
14483,GSVIVT01022207001,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,2,0,0,0
14484,GSVIVT01022208001,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
14485,GSVIVT01022209001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,2,1,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,4,1,2,0,1,1
14486,GSVIVT01022210001,27,29,30,26,16,22,28,42,30,28,27,31,12,15,18,36,30,39,3,4,10,6,19,17,14,12,20,14,13,22,6,10,14,31,32,42,7,4,5,38,29,21,29,28,26,16,14,11,12,21,28,5,5,10
14487,GSVIVT01022211001,1,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6,1,7,2,0,1,0,0,0,1,1,1,3,0,0,6,0,1,0,0,0,0,0,0
14488,GSVIVT01022212001,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
14489,GSVIVT01022213001,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14490,GSVIVT01022214001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14491,GSVIVT01022215001,2,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14492,GSVIVT01022216001,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
14493,GSVIVT01022217001,1,2,2,1,0,2,2,2,0,2,1,2,4,0,1,1,3,2,0,1,0,3,0,0,0,0,1,2,1,3,0,0,0,2,0,3,2,0,3,5,3,7,2,5,5,0,1,0,1,2,0,0,0,0
14494,GSVIVT01022218001,2,0,1,0,0,0,6,2,10,5,3,3,1,0,0,3,1,2,0,1,1,1,2,0,0,0,0,0,1,1,2,1,4,2,0,1,3,3,0,0,0,0,0,0,0,1,1,1,0,1,0,5,0,4
14495,GSVIVT01022221001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
14496,GSVIVT01022222001,0,1,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,3,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,2,1,0,0,0,0
14497,GSVIVT01022223001,16,9,5,10,4,11,9,12,17,11,8,7,14,10,6,10,9,21,9,10,12,19,6,12,22,18,39,15,20,23,9,14,9,12,13,5,1,1,2,4,4,2,9,8,11,7,11,7,4,3,1,17,11,8
14498,GSVIVT01022224001,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14499,GSVIVT01022225001,0,0,0,0,0,0,2,1,3,0,3,5,0,0,1,2,2,1,0,0,0,0,2,0,6,3,2,1,2,2,0,0,0,0,2,1,2,3,1,1,2,0,6,3,2,0,3,1,1,1,0,0,0,0
14500,GSVIVT01022226001,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
14501,GSVIVT01022227001,1,1,0,0,0,0,1,4,0,0,2,3,1,3,1,2,0,3,1,0,2,0,1,0,0,0,0,3,2,2,2,0,3,1,0,0,2,0,2,0,2,0,1,1,0,1,0,5,3,2,0,1,1,0
14502,GSVIVT01022228001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14503,GSVIVT01022229001,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
14504,GSVIVT01022230001,2,2,0,0,0,0,2,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0
14505,GSVIVT01022231001,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
14506,GSVIVT01022232001,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,2,0,0
14507,GSVIVT01022234001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
14508,GSVIVT01022235001,3,3,3,1,2,0,7,7,4,4,3,10,1,1,0,7,12,1,1,2,0,0,0,1,3,4,5,3,3,4,4,4,1,2,3,6,0,0,1,4,6,2,6,1,6,0,0,0,2,1,0,5,5,6
14509,GSVIVT01022236001,0,0,0,0,2,0,0,1,0,1,2,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,4,0,0,0,0,1,2,2,2,0,0,0,2,0,0,0,2,0,0,0,0,1,0,0
14510,GSVIVT01022237001,2,6,6,0,2,0,13,12,13,13,16,8,4,2,1,10,12,13,4,0,0,3,1,5,1,5,3,1,4,3,5,4,4,3,4,6,29,31,25,25,22,11,23,40,33,1,3,6,2,2,3,4,4,3
14511,GSVIVT01022238001,14,15,8,6,7,6,44,41,34,37,39,41,11,8,9,29,20,17,4,5,4,6,9,8,19,18,18,13,8,7,8,11,17,10,9,10,45,39,40,59,41,43,42,61,52,7,4,10,10,15,11,6,16,17
14512,GSVIVT01022239001,1,1,0,2,1,3,0,1,2,2,3,1,1,0,0,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,1,0,1,1,2,0,1,1,0,1,2,2
14513,GSVIVT01022242001,2,0,3,1,0,3,2,0,3,2,2,0,0,0,1,0,0,0,0,0,0,2,3,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
14514,GSVIVT01022243001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14515,GSVIVT01022244001,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2,1,1,0,1,3,0,0,1,1,0,0,1,0,0
14516,GSVIVT01022245001,2,0,1,5,2,1,0,1,0,0,0,0,2,1,4,1,1,0,0,1,2,0,1,0,0,0,0,1,3,1,0,0,0,3,1,3,0,0,0,1,0,1,6,4,3,1,0,0,0,0,0,1,0,0
14517,GSVIVT01022246001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
14518,GSVIVT01022247001,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
14519,GSVIVT01022249001,1,0,1,0,0,0,1,1,4,3,4,4,1,1,0,4,2,3,2,0,0,0,2,0,2,3,5,0,1,0,3,1,1,2,4,0,1,2,1,0,0,0,1,2,2,0,2,2,1,1,0,5,1,2
14520,GSVIVT01022250001,7,4,1,0,1,1,0,3,9,10,6,7,3,1,3,4,2,7,5,4,3,4,3,7,2,0,1,6,2,5,5,7,4,4,2,4,1,1,2,3,3,1,1,2,5,3,1,1,1,2,1,6,6,7
14521,GSVIVT01022251001,0,2,0,1,2,0,0,1,1,2,1,0,0,0,0,1,2,2,0,0,0,0,0,1,2,2,0,5,1,0,0,1,0,0,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
14522,GSVIVT01022252001,1,1,2,1,0,1,1,2,1,6,2,5,1,2,1,2,1,2,2,2,3,0,1,1,0,2,6,5,0,6,2,4,1,4,5,3,1,1,2,0,2,1,4,2,5,3,3,1,0,1,0,2,5,5
14523,GSVIVT01022253001,131,131,107,41,41,29,147,141,154,114,120,132,21,19,21,119,112,120,24,25,28,32,27,20,51,65,63,40,28,38,58,48,49,51,49,64,50,49,43,116,98,127,90,78,71,52,34,38,46,43,38,52,48,49
14524,GSVIVT01022254001,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14525,GSVIVT01022255001,0,0,1,0,0,0,0,2,1,1,5,0,1,0,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,4,3,1,0,1,0,0,0,0,0,0,0,3,0,1,2,4,1,1,2,0,1,3
14526,GSVIVT01022256001,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14527,GSVIVT01022257001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14528,GSVIVT01022259001,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,1,0,0,0,1,2,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14529,GSVIVT01022260001,99,127,118,189,213,179,177,194,182,177,193,157,173,157,175,159,171,186,173,172,178,189,146,151,166,196,193,195,214,227,139,151,154,145,145,134,106,110,125,133,155,153,176,142,122,109,114,95,126,114,121,174,191,163
14530,GSVIVT01022261001,3,0,2,6,7,3,1,3,2,2,3,0,2,6,4,2,5,3,5,5,6,5,4,4,0,0,1,2,4,3,1,3,2,5,2,1,0,0,2,3,1,3,1,2,2,0,0,1,1,1,4,0,0,0
14531,GSVIVT01022262001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,2,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14532,GSVIVT01022264001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14533,GSVIVT01022265001,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14534,GSVIVT01022266001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14535,GSVIVT01022267001,0,0,2,0,1,0,0,1,1,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,2,3,4,0,2,0,3,1,0,1,0,0,0,0,0,0,0,0
14536,GSVIVT01022268001,18,17,15,22,23,23,39,41,34,37,25,32,3,4,8,16,31,34,7,6,14,12,22,28,35,40,37,5,12,22,5,4,4,8,7,6,14,11,11,43,40,40,63,53,65,4,2,8,7,8,9,15,6,9
14537,GSVIVT01022269001,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
14538,GSVIVT01022271001,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,4,0,0,0,2,0,0,0,0,0,0,1,2,1
14539,GSVIVT01022273001,59,62,53,14,11,13,95,74,91,53,47,47,18,20,16,31,36,25,7,8,8,12,22,16,44,41,50,16,17,20,18,20,25,21,14,13,57,55,64,101,86,92,136,136,117,23,21,17,20,21,25,16,19,15
14540,GSVIVT01022275001,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,1,0,0,0,0,1,2,1,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0
14541,GSVIVT01022276001,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,2,1,2,0,1,0,1,2,1,1,0,0,0,0
14542,GSVIVT01022277001,0,1,0,13,9,3,1,0,1,1,3,1,0,1,0,0,1,1,5,4,2,1,1,2,0,0,0,1,2,3,0,1,1,0,0,2,0,0,0,1,1,1,2,1,2,2,4,3,2,3,0,0,0,0
14543,GSVIVT01022278001,0,0,0,0,0,0,2,2,0,1,0,0,1,0,0,1,3,0,0,2,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,2,0,3,1,2,2,0,1,0,0,1,2
14544,GSVIVT01022280001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
14545,GSVIVT01022281001,4,8,2,1,1,1,4,8,9,5,6,6,2,1,4,5,10,11,0,2,1,2,2,4,6,5,1,5,4,9,1,2,1,7,2,10,3,0,1,2,3,3,4,5,5,5,2,2,1,0,1,0,4,3
14546,GSVIVT01022282001,1,1,2,0,0,0,0,2,0,0,2,0,0,1,0,1,2,1,0,1,2,0,0,1,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,3,2,1,0,3,0,0,3,0,0,0,0,0,0,0
14547,GSVIVT01022283001,3,2,0,1,1,0,5,1,5,2,4,0,1,4,1,6,4,4,1,2,0,3,0,2,3,0,1,3,5,3,1,3,1,2,2,2,0,2,1,0,3,0,2,2,1,2,3,6,1,4,2,0,1,0
14548,GSVIVT01022284001,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
14549,GSVIVT01022285001,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,1,0,1,0,0,0,10,11,17,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
14550,GSVIVT01022286001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14551,GSVIVT01022287001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14552,GSVIVT01022288001,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14553,GSVIVT01022289001,2,0,1,0,0,1,3,3,1,0,1,2,1,2,1,1,2,1,1,0,0,1,3,0,5,2,1,0,0,1,2,2,3,0,0,0,0,0,0,3,0,1,0,0,0,2,0,3,0,0,0,3,0,0
14554,GSVIVT01022290001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14555,GSVIVT01022291001,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0
14556,GSVIVT01022292001,0,0,0,0,3,0,3,3,0,0,0,1,1,1,1,0,0,0,2,0,2,1,0,0,1,0,0,1,1,3,0,1,1,1,0,2,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0
14557,GSVIVT01022294001,32,27,23,23,19,23,24,31,20,29,27,31,63,45,43,39,40,41,41,45,50,69,54,51,28,33,13,41,47,54,32,30,31,47,50,48,16,18,12,25,23,21,25,15,34,66,57,54,54,50,49,65,44,44
14558,GSVIVT01022295001,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,4,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
14559,GSVIVT01022296001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14560,GSVIVT01022297001,2,2,1,1,1,2,0,1,0,0,1,0,1,0,0,1,1,1,0,1,0,3,1,1,0,0,0,2,2,0,1,0,1,0,1,0,0,0,0,2,0,0,0,2,1,0,0,0,0,1,0,0,1,0
14561,GSVIVT01022298001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,1,0,1,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
14562,GSVIVT01022299001,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14563,GSVIVT01022300001,1,0,1,0,0,2,0,3,0,2,1,1,1,0,0,2,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
14564,GSVIVT01022301001,0,0,1,2,0,1,1,3,2,1,1,0,1,2,0,8,0,1,0,0,0,0,2,0,0,0,1,0,0,0,3,3,5,1,2,3,5,4,6,6,1,3,2,2,1,4,1,4,3,3,6,1,3,4
14565,GSVIVT01022302001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14566,GSVIVT01022303001,0,1,0,1,0,3,2,1,0,0,0,0,0,0,0,0,2,0,0,2,1,2,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,2,1,1,1,0,1,1,0,1,1,2
14567,GSVIVT01022304001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14568,GSVIVT01022305001,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,2,1,0,0,0,0,4,0,0,2,2,0,0,0,0,0,1,0,1,0,1,0,0,0
14569,GSVIVT01022306001,2,9,4,1,1,0,7,8,16,6,9,5,2,2,4,13,5,7,4,2,5,6,6,5,15,17,15,11,7,4,8,4,4,8,14,9,7,8,10,9,10,17,21,13,19,10,8,5,6,7,5,17,16,10
14570,GSVIVT01022308001,0,0,0,1,0,0,0,0,1,1,3,1,1,0,2,0,0,1,0,2,0,0,1,0,5,1,3,0,0,1,1,0,2,0,3,2,0,0,0,0,0,0,0,0,0,1,3,1,4,2,3,2,4,1
14571,GSVIVT01022309001,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14572,GSVIVT01022310001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14573,GSVIVT01022311001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14574,GSVIVT01022313001,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14575,GSVIVT01022314001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14576,GSVIVT01022315001,0,1,2,4,1,1,2,10,4,5,5,1,4,0,2,2,4,9,1,4,3,1,1,0,0,0,0,3,2,2,4,3,4,1,1,2,0,0,0,2,0,1,0,1,2,0,0,0,0,1,0,1,0,0
14577,GSVIVT01022317001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14578,GSVIVT01022318001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14579,GSVIVT01022319001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14580,GSVIVT01022321001,8,2,2,0,1,2,4,9,4,4,4,3,0,1,2,4,3,3,1,2,2,1,1,1,3,6,5,2,6,2,1,3,0,4,11,3,0,0,1,4,2,0,5,8,4,7,9,5,2,1,1,2,0,3
14581,GSVIVT01022322001,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
14582,GSVIVT01022323001,2,2,1,0,1,2,2,3,4,3,1,5,1,3,0,0,1,2,0,4,0,2,4,0,0,0,0,0,1,2,4,9,7,3,7,2,0,0,0,0,0,0,4,4,3,5,3,3,1,1,1,3,1,2
14583,GSVIVT01022324001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
