,gene_id,AUX_11c_S1_L001_R1_001_Count.count,AUX_11c_S1_L002_R1_001_Count.count,AUX_11c_S1_L003_R1_001_Count.count,AUX_23b_S4_L001_R1_001_Count.count,AUX_23b_S4_L002_R1_001_Count.count,AUX_23b_S4_L003_R1_001_Count.count,AUX_28a_S7_L001_R1_001_Count.count,AUX_28a_S7_L002_R1_001_Count.count,AUX_28a_S7_L003_R1_001_Count.count,AUX_C_19c_S9_L001_R1_001_Count.count,AUX_C_19c_S9_L002_R1_001_Count.count,AUX_C_19c_S9_L003_R1_001_Count.count,AUX_C_21cc_S11_L001_R1_001_Count.count,AUX_C_21cc_S11_L002_R1_001_Count.count,AUX_C_21cc_S11_L003_R1_001_Count.count,AUX_C_26b_S13_L001_R1_001_Count.count,AUX_C_26b_S13_L002_R1_001_Count.count,AUX_C_26b_S13_L003_R1_001_Count.count,CK_14bb_S15_L001_R1_001_Count.count,CK_14bb_S15_L002_R1_001_Count.count,CK_14bb_S15_L003_R1_001_Count.count,CK_17a_S17_L001_R1_001_Count.count,CK_17a_S17_L002_R1_001_Count.count,CK_17a_S17_L003_R1_001_Count.count,CK_25c_S2_L001_R1_001_Count.count,CK_25c_S2_L002_R1_001_Count.count,CK_25c_S2_L003_R1_001_Count.count,GA3_13ab_S5_L001_R1_001_Count.count,GA3_13ab_S5_L002_R1_001_Count.count,GA3_13ab_S5_L003_R1_001_Count.count,GA3_15ab_S8_L001_R1_001_Count.count,GA3_15ab_S8_L002_R1_001_Count.count,GA3_15ab_S8_L003_R1_001_Count.count,GA3_24b_S10_L001_R1_001_Count.count,GA3_24b_S10_L002_R1_001_Count.count,GA3_24b_S10_L003_R1_001_Count.count,GA3_CK_C_12c_S12_L001_R1_001_Count.count,GA3_CK_C_12c_S12_L002_R1_001_Count.count,GA3_CK_C_12c_S12_L003_R1_001_Count.count,GA3_CK_C_16ab_S14_L001_R1_001_Count.count,GA3_CK_C_16ab_S14_L002_R1_001_Count.count,GA3_CK_C_16ab_S14_L003_R1_001_Count.count,GA3_CK_C_20b_S16_L001_R1_001_Count.count,GA3_CK_C_20b_S16_L002_R1_001_Count.count,GA3_CK_C_20b_S16_L003_R1_001_Count.count,W_C_18cc_S18_L001_R1_001_Count.count,W_C_18cc_S18_L002_R1_001_Count.count,W_C_18cc_S18_L003_R1_001_Count.count,W_C_22a_S3_L001_R1_001_Count.count,W_C_22a_S3_L002_R1_001_Count.count,W_C_22a_S3_L003_R1_001_Count.count,W_C_27b.pooled_S6_L001_R1_001_Count.count,W_C_27b.pooled_S6_L002_R1_001_Count.count,W_C_27b.pooled_S6_L003_R1_001_Count.count
10505,GSVIVT01016765001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
10506,GSVIVT01016766001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10507,GSVIVT01016767001,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
10508,GSVIVT01016768001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10509,GSVIVT01016770001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10510,GSVIVT01016771001,0,1,0,0,0,0,0,3,3,1,0,0,1,0,0,1,2,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0
10511,GSVIVT01016772001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10512,GSVIVT01016773001,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10513,GSVIVT01016774001,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
10514,GSVIVT01016775001,3,1,1,0,1,2,0,2,5,0,0,0,0,1,0,1,0,0,2,0,1,0,2,0,3,1,4,3,2,3,0,0,1,0,1,2,1,0,1,1,0,2,0,1,1,1,0,1,0,2,1,0,2,0
10515,GSVIVT01016776001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10516,GSVIVT01016777001,0,1,0,1,0,0,2,0,2,1,0,2,1,0,1,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,2,0,1,0,0,1,0,0,0
10517,GSVIVT01016778001,0,1,1,1,1,1,4,2,3,2,1,0,0,0,1,0,0,1,0,2,0,1,0,1,0,1,1,1,0,1,0,2,1,0,0,0,1,0,2,0,0,0,0,0,0,2,0,1,1,0,0,2,0,1
10518,GSVIVT01016780001,1,4,3,2,1,1,3,6,4,0,3,0,1,3,2,0,1,0,3,2,2,1,1,1,1,2,4,3,0,1,0,6,4,1,1,3,2,1,2,0,2,1,1,1,1,2,0,0,0,2,3,1,0,3
10519,GSVIVT01016781001,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,1,0,1,0,0,0,1,0,0,0,0,0,1
10520,GSVIVT01016782001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
10521,GSVIVT01016784001,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,2,0,0,0,1,0,1,0,1,3,2,0,0,1,1,1,0,0,2,1,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
10522,GSVIVT01016786001,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10523,GSVIVT01016787001,0,0,0,0,0,0,1,0,0,0,0,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,3,2,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
10524,GSVIVT01016788001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10525,GSVIVT01016790001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10526,GSVIVT01016791001,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,4,0,0,1,0,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10527,GSVIVT01016794001,1,0,1,1,1,1,0,0,1,2,1,0,1,1,3,0,1,2,0,0,1,0,2,0,4,1,2,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,3,1,0,1,3,0,1,0,2,0,1,0
10528,GSVIVT01016795001,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10529,GSVIVT01016796001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
10530,GSVIVT01016797001,179,152,173,147,123,142,239,257,253,143,128,131,132,136,151,96,132,108,136,147,141,197,176,185,104,114,136,111,123,130,106,115,113,105,96,103,102,102,128,117,116,126,113,124,118,120,134,143,160,161,128,91,111,99
10531,GSVIVT01016798001,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10532,GSVIVT01016799001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10533,GSVIVT01016800001,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10534,GSVIVT01016801001,0,0,0,1,1,0,2,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
10535,GSVIVT01016802001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10536,GSVIVT01016803001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10537,GSVIVT01016804001,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10538,GSVIVT01016806001,1,1,0,1,2,0,0,0,3,0,1,0,2,2,0,0,0,0,1,0,1,1,1,0,0,0,1,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
10539,GSVIVT01016807001,0,0,0,1,0,0,4,0,2,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10540,GSVIVT01016810001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10541,GSVIVT01016811001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10542,GSVIVT01016812001,0,0,0,0,1,0,1,2,4,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10543,GSVIVT01016813001,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10544,GSVIVT01016814001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10545,GSVIVT01016815001,0,0,2,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10546,GSVIVT01016816001,1,0,2,1,2,1,1,7,3,3,3,3,0,0,3,2,3,1,2,2,2,2,1,1,3,2,3,1,1,1,2,2,2,0,0,0,2,1,1,2,1,0,2,3,3,1,0,2,2,1,0,1,3,0
10547,GSVIVT01016817001,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10548,GSVIVT01016818001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10549,GSVIVT01016819001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10550,GSVIVT01016820001,1,3,3,3,0,0,2,3,0,0,1,1,1,0,7,0,2,0,1,0,2,2,2,2,2,0,0,5,0,3,1,1,2,0,1,1,1,0,0,0,1,1,0,0,0,1,2,1,0,2,3,0,0,2
10551,GSVIVT01016821001,0,1,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10552,GSVIVT01016822001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0
10553,GSVIVT01016826001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10554,GSVIVT01016827001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10555,GSVIVT01016829001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10556,GSVIVT01016830001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10557,GSVIVT01016831001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10558,GSVIVT01016833001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10559,GSVIVT01016834001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10560,GSVIVT01016835001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10561,GSVIVT01016837001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10562,GSVIVT01016838001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10563,GSVIVT01016840001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10564,GSVIVT01016842001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10565,GSVIVT01016843001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10566,GSVIVT01016844001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10567,GSVIVT01016845001,4,0,1,3,5,2,3,4,3,1,3,2,0,0,1,1,1,0,3,2,1,2,4,1,1,5,0,0,0,0,2,0,0,1,2,1,2,1,2,2,0,1,1,1,0,1,1,5,1,1,1,2,0,1
10568,GSVIVT01016846001,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10569,GSVIVT01016847001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10570,GSVIVT01016848001,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10571,GSVIVT01016849001,1,6,4,1,5,4,2,2,3,5,1,3,3,2,0,2,7,2,4,3,2,2,2,1,1,1,1,1,0,4,0,0,2,2,0,0,4,3,4,1,6,1,3,2,1,2,3,1,1,4,4,2,0,1
10572,GSVIVT01016850001,2,0,0,0,0,2,4,3,2,0,1,0,1,0,0,1,2,0,1,0,1,1,1,0,1,1,1,2,0,4,0,1,0,0,0,0,0,0,0,0,4,0,0,1,1,3,1,0,4,1,0,0,0,0
10573,GSVIVT01016851001,11,7,6,2,3,0,0,0,5,3,0,1,2,0,1,2,1,1,0,1,1,1,1,2,0,1,1,3,1,0,1,0,0,0,1,0,0,0,2,1,0,0,1,3,1,5,9,8,2,0,2,0,0,0
10574,GSVIVT01016852001,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10575,GSVIVT01016853001,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10576,GSVIVT01016854001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10577,GSVIVT01016855001,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,3,0,0,0,0,0,0,1
10578,GSVIVT01016856001,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,2,0,0,0,0,1,0,0
10579,GSVIVT01016857001,0,1,0,0,0,1,1,1,2,0,1,0,1,1,0,0,0,2,0,0,1,1,1,1,2,0,1,2,0,0,0,0,1,0,0,0,0,0,0,2,3,0,2,1,0,1,2,0,0,0,0,1,0,1
10580,GSVIVT01016858001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10581,GSVIVT01016859001,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10582,GSVIVT01016860001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10583,GSVIVT01016862001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10584,GSVIVT01016863001,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
10585,GSVIVT01016865001,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10586,GSVIVT01016867001,0,0,3,1,0,1,3,4,2,3,0,3,2,0,3,3,2,2,4,0,1,5,3,0,3,0,4,2,0,2,1,1,2,1,2,1,3,0,3,1,3,1,0,0,0,1,2,1,0,3,0,3,2,1
10587,GSVIVT01016868001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10588,GSVIVT01016869001,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0
10589,GSVIVT01016870001,1,3,0,1,0,0,1,3,1,2,2,1,1,3,1,0,2,1,2,2,1,0,3,1,3,1,0,3,5,1,0,1,1,0,1,1,1,1,2,1,2,0,0,2,0,2,1,2,2,3,2,0,0,2
10590,GSVIVT01016871001,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,2,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10591,GSVIVT01016872001,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,2,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10592,GSVIVT01016873001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
10593,GSVIVT01016874001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10594,GSVIVT01016875001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10595,GSVIVT01016876001,409,465,418,386,386,398,671,763,728,432,481,488,473,595,543,298,320,339,420,429,471,460,508,485,422,419,423,374,421,430,403,407,385,298,320,323,358,327,357,401,453,483,374,399,384,345,411,366,422,395,458,323,358,323
10596,GSVIVT01016877001,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10597,GSVIVT01016878001,0,3,1,5,1,2,2,2,2,0,5,3,5,1,2,2,1,1,0,3,3,4,2,2,1,3,3,2,2,2,1,4,1,1,2,5,1,2,2,1,1,3,1,2,0,6,2,0,4,2,2,0,0,1
10598,GSVIVT01016879001,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10599,GSVIVT01016880001,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0
10600,GSVIVT01016881001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10601,GSVIVT01016883001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0
10602,GSVIVT01016885001,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,0,1,0,0,0,2,1,0,0,0,0,0,1,0,2,0,1,0
10603,GSVIVT01016886001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
10604,GSVIVT01016887001,0,2,0,1,2,1,1,0,1,0,1,1,0,0,2,0,0,0,1,0,0,2,1,0,2,2,2,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0
10605,GSVIVT01016888001,0,0,1,0,0,0,2,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,2,0,1,3,0,1,0,0,0,1,0,0,1,0,0
10606,GSVIVT01016889001,0,0,0,0,1,0,2,1,1,0,0,0,2,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,2,0,0
10607,GSVIVT01016890001,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
