"gene_id"	"X1.9.2_S4_L001_R1_001_Count.count"	"X1.9.2_S4_L002_R1_001_Count.count"	"X1.9.2_S4_L003_R1_001_Count.count"	"X1.9.2.G_S16_L001_R1_001_Count.count"	"X1.9.2.G_S16_L002_R1_001_Count.count"	"X1.9.2.G_S16_L003_R1_001_Count.count"	"X2.6.2_S6_L001_R1_001_Count.count"	"X2.6.2_S6_L002_R1_001_Count.count"	"X2.6.2_S6_L003_R1_001_Count.count"	"X3.19.1_S1_L001_R1_001_Count.count"	"X3.19.1_S1_L002_R1_001_Count.count"	"X3.19.1_S1_L003_R1_001_Count.count"	"X3.19.1.G_S8_L001_R1_001_Count.count"	"X3.19.1.G_S8_L002_R1_001_Count.count"	"X3.19.1.G_S8_L003_R1_001_Count.count"	"X3.51.1_S12_L001_R1_001_Count.count"	"X3.51.1_S12_L002_R1_001_Count.count"	"X3.51.1_S12_L003_R1_001_Count.count"	"X3.51.1.G_S10_L001_R1_001_Count.count"	"X3.51.1.G_S10_L002_R1_001_Count.count"	"X3.51.1.G_S10_L003_R1_001_Count.count"	"X4.11.5_S14_L001_R1_001_Count.count"	"X4.11.5_S14_L002_R1_001_Count.count"	"X4.11.5_S14_L003_R1_001_Count.count"	"X4.44.4_S2_L001_R1_001_Count.count"	"X4.44.4_S2_L002_R1_001_Count.count"	"X4.44.4_S2_L003_R1_001_Count.count"	"X4.44.4.G_S17_L001_R1_001_Count.count"	"X4.44.4.G_S17_L002_R1_001_Count.count"	"X4.44.4.G_S17_L003_R1_001_Count.count"	"DPR.1.G_S5_L001_R1_001_Count.count"	"DPR.1.G_S5_L002_R1_001_Count.count"	"DPR.1.G_S5_L003_R1_001_Count.count"	"DPR.2.G_S7_L001_R1_001_Count.count"	"DPR.2.G_S7_L002_R1_001_Count.count"	"DPR.2.G_S7_L003_R1_001_Count.count"	"SB.C1_S9_L001_R1_001_Count.count"	"SB.C1_S9_L002_R1_001_Count.count"	"SB.C1_S9_L003_R1_001_Count.count"	"SB.C2_S11_L001_R1_001_Count.count"	"SB.C2_S11_L002_R1_001_Count.count"	"SB.C2_S11_L003_R1_001_Count.count"	"SB.C3_S13_L001_R1_001_Count.count"	"SB.C3_S13_L002_R1_001_Count.count"	"SB.C3_S13_L003_R1_001_Count.count"	"SB.CK.1.G_S15_L001_R1_001_Count.count"	"SB.CK.1.G_S15_L002_R1_001_Count.count"	"SB.CK.1.G_S15_L003_R1_001_Count.count"	"SB.CK.2.G_S18_L001_R1_001_Count.count"	"SB.CK.2.G_S18_L002_R1_001_Count.count"	"SB.CK.2.G_S18_L003_R1_001_Count.count"	"SB.CK.3.G_S3_L001_R1_001_Count.count"	"SB.CK.3.G_S3_L002_R1_001_Count.count"	"SB.CK.3.G_S3_L003_R1_001_Count.count"
"PAC:17839454"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
"PAC:17839455"	0	0	0	0	0	0	0	1	1	0	0	0	1	0	2	0	1	0	1	0	2	1	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	2	0	1
"PAC:17839456"	2	3	4	2	2	8	5	4	2	4	9	3	9	3	3	5	7	10	5	5	0	0	3	3	3	1	1	3	6	6	6	2	8	19	10	8	2	2	5	4	4	2	3	3	4	2	2	4	2	2	2	4	6	9
"PAC:17839457"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0
"PAC:17839458"	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0
"PAC:17839459"	0	0	0	0	0	0	0	1	2	0	0	1	2	0	2	0	1	1	0	1	1	0	0	0	2	1	4	1	1	0	1	0	2	0	1	0	2	2	1	0	0	0	0	0	2	0	1	0	0	0	0	2	1	0
"PAC:17839460"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17839461"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"PAC:17839462"	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0
"PAC:17839463"	0	0	0	0	0	0	2	0	1	4	2	0	0	0	0	0	1	1	0	0	2	1	5	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	2	2	0	0	0	0	2	4	1	0	0	0
"PAC:17839464"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17839465"	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17839466"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17839467"	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"PAC:17839468"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"PAC:17839469"	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	2	1	1	2	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"PAC:17839470"	0	1	3	3	0	0	1	1	2	1	2	1	2	1	2	0	1	1	3	2	3	2	0	1	2	0	0	1	1	1	2	2	0	1	0	3	2	1	1	1	1	2	0	0	3	0	0	0	1	2	3	0	0	0
"PAC:17839471"	0	0	0	1	2	0	0	5	2	1	2	4	1	2	1	2	0	1	1	0	1	2	2	1	0	0	0	1	4	2	14	5	6	0	3	1	0	0	0	0	1	0	0	2	0	1	0	0	0	1	0	0	1	0
"PAC:17839472"	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	1	2	0
"PAC:17839473"	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
"PAC:17839474"	0	3	2	0	0	0	3	0	5	2	3	0	1	3	0	2	5	3	0	1	2	0	0	1	3	1	1	0	1	1	0	0	3	2	1	4	0	1	1	1	2	1	1	0	2	0	0	1	1	0	0	1	0	0
"PAC:17839475"	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	3	3	3	2	0	0	0	2	0	0	0	1	0	0
"PAC:17839476"	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	1	1	1	0	0	2	0	1	1	0	0	0	1	0
"PAC:17839477"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17839478"	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	1	1	1	1	4	0	2	1	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
"PAC:17839479"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"PAC:17839480"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17839481"	14	10	12	9	7	12	29	24	23	20	18	21	14	11	14	20	15	21	7	7	11	7	7	4	11	11	7	15	12	21	16	10	21	20	13	24	1	4	9	11	11	15	17	26	12	14	19	25	14	14	13	13	25	15
"PAC:17839482"	0	1	1	0	0	0	0	0	4	3	1	2	0	0	1	2	0	0	1	2	2	0	0	1	0	0	0	5	0	0	0	0	2	0	1	2	1	1	1	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0
"PAC:17839483"	0	1	0	0	0	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1
"PAC:17839484"	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
"PAC:17839485"	0	0	0	0	0	0	1	0	1	0	3	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0
"PAC:17839486"	0	0	1	1	1	0	4	4	2	3	1	2	1	0	0	0	1	1	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	3	3	0	1	2	0	1	1	2	0	1	1	0	0	1	2	1	3	3	1	0
"PAC:17839487"	3	1	2	0	0	0	0	1	3	1	1	0	0	1	1	1	1	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	5
"PAC:17839488"	0	2	0	0	0	0	0	1	0	2	1	1	1	0	3	1	1	3	0	0	0	1	1	0	2	3	0	2	4	2	5	2	4	3	4	2	3	0	0	3	3	1	1	1	2	6	1	0	1	0	0	1	1	0
"PAC:17839489"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17839490"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17839491"	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17839492"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17839493"	5	3	2	0	4	4	4	1	5	4	4	11	0	0	0	4	5	5	3	2	0	2	4	1	1	1	0	0	4	3	4	1	0	6	3	3	0	0	0	0	4	4	2	1	1	3	2	0	0	1	0	2	2	0
"PAC:17839494"	2	1	3	0	0	1	3	1	1	2	2	1	1	2	0	3	6	5	0	0	0	2	1	2	1	3	4	0	0	2	1	3	2	5	2	0	0	1	1	1	1	1	2	0	1	0	0	1	2	0	0	1	1	1
"PAC:17839495"	0	2	2	0	2	0	0	0	1	3	0	5	0	2	1	2	0	0	1	0	0	0	3	0	0	0	0	0	4	6	1	4	2	2	1	3	2	1	1	4	2	1	2	0	0	1	1	0	1	1	1	1	1	1
"PAC:17839496"	66	67	44	6	4	9	44	44	38	41	18	37	17	13	7	58	47	63	19	12	24	30	33	42	27	26	30	48	44	49	61	63	61	53	39	34	19	16	12	17	31	25	19	30	20	52	43	58	46	63	70	50	46	38
"PAC:17839497"	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
"PAC:17839498"	0	0	0	3	0	0	1	3	0	1	0	0	2	2	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	1	1	2	3	0	0	0	1	1	3	0	0	0	0	0	0	0	1	0	0	0	0	0	3	4
"PAC:17839499"	2	1	0	1	4	2	4	5	2	1	2	8	1	3	4	4	2	8	1	1	4	0	1	0	0	0	0	3	6	4	3	3	2	3	2	1	3	2	1	3	3	2	1	5	0	3	1	2	2	1	1	1	5	2
"PAC:17839500"	0	0	1	0	0	0	1	0	5	0	0	0	0	0	0	1	0	3	0	1	0	0	0	0	0	0	0	2	1	1	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	1	0	2	0
"PAC:17839501"	0	3	3	0	0	0	2	1	0	2	4	1	0	1	2	1	1	0	1	0	1	0	0	1	4	5	0	1	0	1	1	0	2	1	1	0	3	1	1	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0
"PAC:17839502"	0	0	0	0	1	0	1	1	0	0	1	0	1	0	0	0	2	2	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"PAC:17839503"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"PAC:17839504"	2	1	0	4	1	0	0	0	0	0	1	0	1	0	2	0	0	2	2	2	4	2	1	1	1	3	1	0	3	1	4	1	1	1	2	1	0	0	0	0	0	0	0	0	0	1	2	1	2	2	1	3	0	1
"PAC:17839505"	3	0	4	3	3	3	2	3	2	3	7	7	7	2	7	3	2	3	7	6	5	4	4	1	9	5	2	5	9	11	4	8	3	1	1	5	1	1	2	2	1	0	1	0	3	3	1	0	3	3	1	1	2	3
"PAC:17839506"	0	0	0	0	0	0	3	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0
"PAC:17839507"	1	0	0	1	0	0	1	1	0	0	1	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"PAC:17839508"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"PAC:17839509"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17839510"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
"PAC:17839511"	1	1	0	2	2	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
"PAC:17839512"	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17839513"	0	0	2	0	0	0	1	0	0	1	1	0	4	0	0	0	0	1	0	0	1	0	0	0	0	2	1	0	0	3	0	0	3	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17839514"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17839515"	0	0	0	0	0	0	0	0	1	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	0	0	1	0	0	2	0	0	0	1	4	2	1	0	0	4	4	0
"PAC:17839516"	0	0	0	0	0	0	1	2	0	0	0	0	1	0	0	0	0	0	1	1	2	0	0	0	1	1	0	0	2	0	4	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
"PAC:17839517"	2	1	1	0	0	0	4	3	4	1	0	2	3	3	1	2	2	3	1	0	1	1	1	2	2	2	2	0	1	2	4	3	0	1	2	1	1	2	0	2	3	5	0	3	2	0	1	0	3	3	2	1	1	2
"PAC:17839518"	1	3	1	0	0	1	1	3	0	1	4	2	3	3	1	3	1	0	1	1	0	2	2	0	0	2	1	2	2	1	3	2	2	1	1	0	0	1	0	0	1	3	3	4	1	2	2	0	0	1	0	2	2	0
"PAC:17839519"	0	1	3	0	0	1	2	2	0	5	3	1	2	6	1	3	6	1	2	1	0	3	1	0	2	1	1	3	3	0	1	1	1	8	11	7	5	1	5	1	1	0	6	1	0	3	9	5	0	0	2	0	12	9
"PAC:17839520"	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1
"PAC:17839521"	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17839522"	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"PAC:17839523"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
"PAC:17839524"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
"PAC:17839525"	1	1	1	1	0	1	2	2	0	0	2	0	3	1	1	1	0	0	1	2	1	0	1	0	0	1	0	0	0	0	3	3	5	2	0	1	0	1	0	0	0	3	1	3	3	1	1	0	0	0	1	2	1	0
"PAC:17839526"	19	20	15	10	3	7	26	27	24	25	31	28	20	22	24	20	20	17	20	24	12	10	4	11	32	39	37	18	37	35	111	98	95	95	84	64	4	8	7	9	10	3	13	8	14	62	85	60	34	18	26	49	60	79
"PAC:17839527"	0	1	0	0	0	0	0	0	0	1	0	1	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17839528"	3	0	1	0	4	8	2	2	1	1	2	0	2	1	3	3	3	1	2	1	1	0	4	1	1	0	0	0	2	0	2	6	11	3	1	2	1	3	1	3	7	7	4	5	2	0	3	1	2	1	2	0	0	0
"PAC:17839529"	0	0	0	1	2	1	0	1	3	0	0	0	0	0	2	0	1	1	1	1	0	0	0	1	0	0	0	0	0	1	2	5	2	2	2	6	0	0	0	0	0	0	2	0	0	0	0	1	1	5	2	0	0	0
"PAC:17839530"	13	14	16	4	4	5	15	15	13	23	16	20	13	10	8	8	22	11	9	8	8	6	3	7	21	18	22	13	8	14	9	9	9	7	5	7	4	8	10	12	8	7	6	10	9	5	13	6	5	8	7	3	5	5
"PAC:17839531"	2	0	0	0	1	0	0	0	2	2	2	1	1	3	0	1	5	1	0	0	0	0	0	0	0	0	0	1	2	0	1	1	1	0	0	1	0	2	2	0	1	4	0	1	1	1	0	0	0	0	1	0	0	0
"PAC:17839532"	32	22	17	15	16	9	42	35	36	42	55	49	35	26	34	32	39	41	26	17	24	17	31	19	45	40	29	18	21	20	22	17	23	22	17	16	20	8	21	28	42	28	38	43	32	19	18	16	9	9	19	23	20	17
"PAC:17839533"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17839534"	11	3	4	2	0	0	19	18	20	18	28	23	30	40	25	20	24	22	10	11	11	5	13	9	47	43	45	23	18	17	10	15	9	14	15	15	15	6	8	17	13	17	16	10	6	12	17	21	7	15	17	35	28	15
"PAC:17839535"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17839536"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17839537"	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17839538"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17839539"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17839540"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
"PAC:17839541"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17839542"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17839543"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17839544"	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	1	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"PAC:17839545"	0	1	2	0	0	1	1	2	0	0	0	0	1	0	1	0	1	1	0	0	1	0	0	0	0	0	0	2	0	0	4	8	6	1	2	2	0	1	1	0	0	0	2	0	1	0	0	1	0	3	1	0	1	0
"PAC:17839546"	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	5	11	4	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17839547"	0	0	0	0	3	0	1	2	1	0	0	1	0	0	0	2	0	0	0	0	0	0	1	0	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0
"PAC:17839548"	1	1	0	1	4	1	1	2	3	1	1	1	0	2	0	1	1	3	2	1	1	0	1	1	2	1	1	4	4	2	1	1	0	2	1	1	0	0	0	0	2	2	2	1	0	1	3	0	0	1	2	2	3	3
"PAC:17839549"	173	195	170	329	337	315	180	194	190	243	256	255	343	310	282	188	212	225	452	475	430	263	271	265	189	159	161	281	299	309	253	247	232	384	365	374	108	89	72	161	130	121	173	166	165	422	419	420	279	301	319	371	384	376
"PAC:17839550"	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
"PAC:17839551"	5	3	6	30	30	26	11	9	7	10	5	12	43	36	43	4	10	8	13	26	21	22	16	25	13	9	16	28	38	24	10	19	15	14	11	20	3	2	1	12	6	11	9	9	8	27	26	24	14	21	18	17	25	30
"PAC:17839552"	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	0	1	0	0	2	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	2	0	2	0	0	0	0	0	1	0
"PAC:17839553"	202	202	207	299	308	285	309	330	287	357	370	342	194	137	200	250	282	277	174	145	128	157	140	176	169	197	174	256	282	268	120	99	98	160	158	155	138	123	121	291	295	316	192	194	220	110	106	116	92	94	79	108	126	93
"PAC:17839554"	0	2	1	0	0	1	0	2	2	0	3	1	2	1	1	0	0	2	0	2	1	0	0	0	3	1	0	0	0	1	1	0	0	2	1	3	1	3	0	1	1	1	0	3	2	0	0	0	0	0	1	0	0	1
"PAC:17839555"	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
"PAC:17839556"	1	4	4	0	0	0	7	2	7	4	5	4	0	1	0	4	2	5	4	4	1	3	1	0	2	5	7	2	4	5	2	0	1	1	1	1	1	2	0	2	6	7	6	6	8	1	0	0	1	4	0	0	0	0
"PAC:17839557"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"PAC:17839558"	1	1	1	0	0	0	0	1	0	1	4	1	0	0	0	2	1	1	0	0	1	0	0	1	0	0	0	0	1	3	9	3	3	0	0	0	0	0	1	0	0	0	4	2	0	0	0	0	0	0	0	0	0	1
"PAC:17839559"	0	1	0	0	0	0	2	3	1	1	1	2	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	0	0	0	0	0
